SPCD,SPECIES_SYMBOL,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,DRYWT_TO_GREENWT_CONVERSION
6477,CENO,night jessamine,Cestrum,nocturnum,,,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 0:00,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6441,CEOB,trumpet tree,Cecropia,obtusifolia,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.2322,26,0.2322,26,80.49,26,75.13,26,0.2322,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
462,CEOC,hackberry,Celtis,occidentalis,,,41,47,,,3,36,115,X,X,,X,X,X,H,X,X,,X,,Y,E,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.49,1,0.49,8,89.69388,22,63.53061,16,0.53,1,15,32,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.669432104
5432,CEOC2,common buttonbush,Cephalanthus,occidentalis,,,55,55,,,3,37,,X,X,X,,X,,H,,,,,,N,X,,,,,6,,7,-1.9123,2.3651,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84,0.52,26,0.53,26,80.64,26,75.12,26,0.58,26,15.32,26,,,,,,,,,,,,,,,FS_NIMS_NRS,5/1/2014 10:12,440,FS_NIMS_NRS,4/19/2019 10:47,981125,1.76
6445,CEOD,Spanish cedar,Cedrela,odorata,,,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6462,CEOD2,chiute,Cerbera,odollam,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.28,26,0.28,26,80.49,26,75.13,26,0.28,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_NRS,5/29/2014 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
5436,CEOR9,California redbud,Cercis,orbiculata,,,55,55,,,3,37,,X,X,X,,X,,H,,,,,,N,X,,,,,6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS_NIMS_NRS,5/1/2014 0:00,440,FS_NIMS,3/29/2022 0:00,732862,1.76
6452,CEPA6,Celtis paniculata,Celtis,paniculata,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.5,26,0.5,26,80.49,26,75.13,26,0.5,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
6449,CEPE2,kapoktree,Ceiba,pentandra,,,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 0:00,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6463,CERBE,Cerbera spp.,Cerbera,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.38022,26,0.38022,26,80.49,26,75.13,26,0.38022,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
6470,CEREU,sweetpotato cactus,Cereus,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.54,,0.54,,,,,,0.54,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_RMRS,8/21/2020 0:00,67572,1.76
6443,CESC9,pumpwood,Cecropia,schreberiana,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6457,CESI3,St. John's bread,Ceratonia,siliqua,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6458,CESI8,Chinese hackberry,Celtis,sinensis,,,55,55,,,3,37,146,,,X,,,,H,,,,,,N,,,,,,7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.792,0.49,25,0.49,25,90,25,64,25,0.53,25,15,25,,,,,,,,,,,,,,,FS_NIMS_PNWRS,8/28/2017 0:00,798795,FS_NIMS,8/11/2022 6:11,732862,1.673913043
6478,CESTR,jessamine,Cestrum,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.44,,0.44,,,,,,0.44,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6472,CETA2,biut,Ceriops,tagal,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.78,26,0.78,26,80.49,26,75.13,26,0.78,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
6454,CETR3,almex,Celtis,trinervia,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
5415,CEVE,snowbrush ceanothus,Ceanothus,velutinus,,,55,55,,,3,37,,X,X,X,,X,,H,,,,,,N,X,,,,,6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS_NIMS_NRS,5/1/2014 0:00,440,FS_NIMS,3/29/2022 0:00,732862,1.76
6496,CHAMA15,sandmat,Chamaesyce,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.48216,26,0.48216,26,80.49,26,75.13,26,0.48216,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
40,CHAMA4,white-cedar spp.,Chamaecyparis,spp.,,,9,24,,,2,20,220,,X,X,,,,S,,,,,,N,E,W,,,,2,,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.37,23,0.4,23,92,23,77.33,23,0.4,23,11.58,21,0.12667,0.914,0.11975,1,0.84,0.71,0.45,0.45,0.521,0.994,0.951,0.902,0.605,0.605,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.789621925
6539,CHAR6,bastard redwood,Chrysophyllum,argenteum,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6481,CHAR8,jointed sandmat,Chamaesyce,articulata,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6503,CHARP,papala,Charpentiera,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6482,CHAT2,koko,Chamaesyce,atrococca,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6519,CHAX2,hueso,Chionanthus,axilliflorus,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6541,CHCA10,star apple,Chrysophyllum,cainito,,,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 0:00,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6483,CHCE,ekoko,Chamaesyce,celastroides,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.48216,26,0.48216,26,80.49,26,75.13,26,0.48216,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,7/14/2022 14:21,290487,1.76
431,CHCHC4,"giant chinkapin, golden chinkapin",Chrysolepis,chrysophylla,chrysophylla,,43,47,,,3,29,133,,,X,,,,H,,,,,,N,,W,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.42,11,0.42,7,90.78571,22,132.76199,9,0.46,11,12,30,0.12766,0.91979,0.12152,0.944,0.734,0.583,0.37,0.282,0.491,0.991,0.822,0.647,0.541,0.541,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,2.282645314
6520,CHCO12,bridgotree,Chionanthus,compactus,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6497,CHDE3,Napali coast papala,Charpentiera,densiflora,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6507,CHDO3,Domins club,Cheirodendron,dominii,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.47,,0.47,,,,,,0.47,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6521,CHDO4,white rosewood,Chionanthus,domingensis,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6513,CHEIR,cheirodendron,Cheirodendron,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.47,,0.47,,,,,,0.47,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6498,CHEL,ellipticleaf papala,Charpentiera,elliptica,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6518,CHENO,goosefoot,Chenopodium,spp.,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.5,,0.5,,,,,,0.5,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6529,CHEX5,african teak,Chlorophora,excelsa,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6508,CHFA,Fauries club,Cheirodendron,fauriei,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.47,,0.47,,,,,,0.47,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6509,CHFO4,olapa,Cheirodendron,forbesii,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,26,0.47,26,80.49,26,75.13,26,0.47,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
6492,CHHE3,Herbsts sandmat,Chamaesyce,herbstii,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
6522,CHHO4,hueso prieto,Chionanthus,holdridgei,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6480,CHHU7,European fan palm,Chamaerops,humilis,,,55,55,,,3,37,146,,,X,,,,H,,,,,,N,,,,,,7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,,,,,,,,,,0.99,0.8,0.54,0.43,0.33,FS_NIMS_PNWRS,8/28/2017 18:05,798795,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6535,CHIC,icaco coco plum,Chrysobalanus,icaco,,,54,54,54,,3,37,221,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 0:00,10854,FS_NIMS_NRS,10/21/2021 0:00,67572,2
6493,CHKU,kokomalei,Chamaesyce,kuwaleana,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
41,CHLA,Port-Orford-cedar,Chamaecyparis,lawsoniana,,,9,24,,,2,18,8,,,X,,,,S,,,,,,Y,,W,,,,1.7,,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.39,1,0.4,7,64.275,1,74,1,0.43,1,11.6,21,0.12667,0.914,0.11975,0.956,0.827,0.678,0.426,0.366,0.521,0.994,0.951,0.902,0.605,0.605,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.729659945
5462,CHLI2,desert willow,Chilopsis,linearis,,,55,55,,,3,37,,X,X,X,,X,,H,,,,,,N,X,,,,,6,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,FS_NIMS_NRS,5/1/2014 0:00,440,FS_NIMS,3/29/2022 0:00,732862,1.76
6523,CHLI6,cabra blanca,Chionanthus,ligustrinus,,,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 13:56,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
42,CHNO,Alaska yellow-cedar,Chamaecyparis,nootkatensis,,,9,24,,,2,18,9,,,X,,,X,S,,,X,,,Y,,W,,,,1.7,,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.42,1,0.4,18,112.35,18,71.71429,16,0.44,1,11.6,27,0.12667,0.914,0.11975,0.956,0.827,0.678,0.426,0.366,0.521,0.994,0.951,0.902,0.605,0.605,NIMS_2_1,2/24/2005 9:40,333,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.757569507
6517,CHOA,alaweo,Chenopodium,oahuense,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.5,26,0.5,26,80.49,26,75.13,26,0.5,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,10/29/2012 0:00,440,FS_NIMS_PNWRS,7/7/2022 0:00,67572,1.76
6499,CHOB2,broadleaf papala,Charpentiera,obovata,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48,,0.48,,,,,,0.48,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
5443,CHOB8,hinoki false cypress,Chamaecyparis,obtusa,,,56,56,,,2,20,,X,X,X,,X,,S,,,,,,N,X,,,,,6,,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.84,0.37,24,0.4,24,92.32,24,77.27,24,0.4,24,11.58,24,,,,,,,,,,,,,,,FS_NIMS_NRS,5/1/2014 10:12,440,FS_NIMS_NRS,4/19/2019 10:47,981125,1.76
6542,CHOL,satinleaf,Chrysophyllum,oliviforme,,,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,9/22/2010 0:00,10854,FS_NIMS,8/11/2022 6:11,732862,1.758473594
6494,CHOL3,alpine sandmat,Chamaesyce,olowaluana,,,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5,,8,,,,,,,,,,,,0.48216,,0.48216,,,,,,0.48216,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,10/29/2012 16:13,440,FS_NIMS_PNWRS,2/16/2017 11:50,798795,1.76
